incident_type,severity,affected_residents,timestamp,actual_outage_hrs,actual_cost
power_overload,medium,67,2025-12-24 07:38:45.036966,5.91,2680.12
power_outage,low,27,2025-12-24 08:37:28.036966,1.75,675.76
power_outage,critical,3378,2025-12-24 08:58:23.036966,61.09,110223.76
tank_overflow,critical,2261,2025-12-24 09:22:49.036966,10.81,15838.54
water_pressure_drop,high,121,2025-12-24 09:49:35.036966,16.39,9050.19
power_overload,high,411,2025-12-24 11:59:11.036966,13.56,11489.57
water_pressure_drop,low,15,2025-12-24 12:53:11.036966,0.59,235.73
water_pressure_drop,critical,2103,2025-12-24 13:00:03.036966,48.29,52379.98
power_overload,high,163,2025-12-24 13:36:29.036966,20.16,17229.34
power_overload,high,356,2025-12-24 15:40:08.036966,14.67,12556.22
water_shortage,medium,111,2025-12-24 16:33:53.036966,6.5,2322.75
tank_overflow,high,482,2025-12-24 17:07:50.036966,19.19,14048.77
water_shortage,critical,2428,2025-12-24 17:32:31.036966,40.22,53284.6
water_shortage,low,37,2025-12-24 18:59:49.036966,2.34,530.62
water_shortage,high,660,2025-12-24 20:31:12.036966,19.87,13679.29
power_outage,medium,78,2025-12-24 22:13:38.036966,5.49,2638.45
abnormal_infrastructure,low,27,2025-12-24 22:32:04.036966,2.53,502.33
power_outage,critical,1317,2025-12-24 22:54:56.036966,44.69,80566.94
water_shortage,critical,3081,2025-12-24 23:19:46.036966,37.54,49734.12
water_pressure_drop,high,258,2025-12-25 00:49:01.036966,12.06,6663.86
abnormal_infrastructure,critical,1283,2025-12-25 01:07:19.036966,73.35,88452.02
power_outage,low,22,2025-12-25 01:37:58.036966,1.79,597.16
water_pressure_drop,medium,73,2025-12-25 02:05:13.036966,4.03,1217.49
power_overload,medium,94,2025-12-25 02:13:31.036966,2.84,1355.37
water_shortage,high,489,2025-12-25 02:19:43.036966,9.91,6629.57
water_pressure_drop,low,18,2025-12-25 02:36:14.036966,1.66,561.73
abnormal_infrastructure,low,11,2025-12-25 03:26:57.036966,1.4,313.81
power_overload,medium,119,2025-12-25 03:43:25.036966,9.23,4107.2
power_outage,critical,1534,2025-12-25 03:56:50.036966,15.9,28740.82
water_shortage,high,259,2025-12-25 05:36:43.036966,6.59,4642.68
water_shortage,medium,118,2025-12-25 06:33:38.036966,5.37,1898.59
water_pressure_drop,critical,1996,2025-12-25 06:36:34.036966,35.71,38635.79
water_shortage,high,508,2025-12-25 07:51:24.036966,16.99,11364.15
tank_overflow,critical,1738,2025-12-25 08:04:59.036966,16.67,24207.29
abnormal_infrastructure,critical,964,2025-12-25 08:05:07.036966,39.48,47530.05
power_overload,low,9,2025-12-25 08:29:23.036966,2.2,690.17
power_outage,low,30,2025-12-25 08:58:30.036966,2.28,745.59
power_overload,low,16,2025-12-25 09:22:03.036966,1.35,388.34
power_overload,critical,1439,2025-12-25 11:49:40.036966,33.79,56908.35
tank_overflow,critical,1866,2025-12-25 11:51:38.036966,28.65,41868.96
abnormal_infrastructure,high,371,2025-12-25 11:58:10.036966,9.25,5605.1
tank_overflow,critical,1165,2025-12-25 12:05:56.036966,112.54,162199.3
water_pressure_drop,high,493,2025-12-25 12:09:52.036966,5.03,2827.58
abnormal_infrastructure,low,9,2025-12-25 13:16:07.036966,3.86,693.04
water_shortage,high,475,2025-12-25 13:22:17.036966,18.44,12284.04
water_pressure_drop,medium,95,2025-12-25 13:30:39.036966,2.85,962.47
water_pressure_drop,critical,834,2025-12-25 13:34:49.036966,6.33,7049.62
water_shortage,low,18,2025-12-25 14:03:14.036966,1.41,481.96
tank_overflow,medium,38,2025-12-25 14:16:20.036966,2.79,1158.23
power_outage,low,18,2025-12-25 16:03:14.036966,3.06,1020.21
power_outage,low,42,2025-12-25 16:08:49.036966,2.9,852.23
power_outage,high,570,2025-12-25 16:16:26.036966,24.15,21838.85
water_pressure_drop,critical,1381,2025-12-25 16:27:41.036966,26.68,29140.29
power_overload,low,28,2025-12-25 16:59:00.036966,1.45,492.31
power_overload,high,135,2025-12-25 18:24:47.036966,30.51,25837.86
power_outage,medium,40,2025-12-25 19:51:02.036966,2.79,1351.35
water_shortage,low,7,2025-12-25 20:29:00.036966,1.98,605.95
water_pressure_drop,low,8,2025-12-25 20:51:46.036966,0.89,366.91
water_pressure_drop,critical,860,2025-12-25 21:34:36.036966,96.64,104575.64
water_shortage,high,166,2025-12-25 22:31:50.036966,23.93,16013.45
power_outage,critical,2494,2025-12-25 22:58:36.036966,77.28,139387.98
water_pressure_drop,critical,552,2025-12-25 23:28:19.036966,41.92,45452.47
power_overload,medium,105,2025-12-26 00:23:54.036966,9.83,4438.63
water_pressure_drop,high,334,2025-12-26 01:22:30.036966,9.24,5099.62
power_overload,critical,1386,2025-12-26 01:44:40.036966,59.98,101277.58
power_overload,high,293,2025-12-26 03:04:59.036966,7.82,6905.57
power_overload,critical,524,2025-12-26 05:12:03.036966,32.19,54599.98
tank_overflow,high,367,2025-12-26 06:16:08.036966,4.62,3373.74
tank_overflow,low,23,2025-12-26 06:53:30.036966,1.65,591.63
water_pressure_drop,low,30,2025-12-26 09:16:18.036966,1.26,545.9
power_overload,high,487,2025-12-26 09:26:31.036966,6.91,6009.27
power_outage,medium,118,2025-12-26 09:39:30.036966,6.19,3021.01
water_pressure_drop,medium,88,2025-12-26 10:54:49.036966,2.06,702.95
power_outage,critical,3138,2025-12-26 11:05:51.036966,41.49,74793.0
water_shortage,medium,43,2025-12-26 11:28:06.036966,6.86,2479.12
water_pressure_drop,high,160,2025-12-26 11:29:05.036966,13.96,7686.75
tank_overflow,high,194,2025-12-26 12:01:23.036966,7.85,5903.52
abnormal_infrastructure,medium,62,2025-12-26 13:09:23.036966,6.1,2053.62
water_shortage,critical,1176,2025-12-26 14:03:06.036966,48.05,63625.89
power_outage,low,15,2025-12-26 14:30:25.036966,1.49,527.58
power_outage,low,39,2025-12-26 15:26:54.036966,1.99,654.54
water_pressure_drop,high,165,2025-12-26 16:07:47.036966,6.42,3809.46
tank_overflow,critical,1753,2025-12-26 16:36:39.036966,28.74,41675.57
water_pressure_drop,low,25,2025-12-26 17:07:18.036966,0.87,310.86
abnormal_infrastructure,critical,1500,2025-12-26 17:42:14.036966,43.08,51842.43
power_outage,medium,85,2025-12-26 17:48:52.036966,4.74,2537.18
abnormal_infrastructure,high,370,2025-12-26 18:54:14.036966,14.72,8962.02
tank_overflow,medium,51,2025-12-26 19:41:28.036966,4.36,1754.85
power_overload,low,12,2025-12-26 20:08:17.036966,2.56,788.97
tank_overflow,low,22,2025-12-26 20:31:29.036966,0.99,407.02
power_outage,high,154,2025-12-26 20:54:00.036966,25.17,22729.16
power_overload,critical,2297,2025-12-26 21:43:48.036966,18.88,31822.57
water_shortage,low,15,2025-12-26 22:44:04.036966,2.23,439.71
water_shortage,medium,103,2025-12-26 23:29:46.036966,2.24,1150.99
power_overload,medium,45,2025-12-27 00:31:42.036966,6.65,3024.17
water_shortage,high,156,2025-12-27 00:44:09.036966,17.72,11887.0
power_overload,critical,1745,2025-12-27 01:27:24.036966,33.27,56217.83
tank_overflow,low,18,2025-12-27 02:26:32.036966,1.68,485.25
tank_overflow,critical,897,2025-12-27 03:48:13.036966,30.27,43753.98
power_outage,low,16,2025-12-27 03:56:13.036966,1.46,527.29
power_overload,low,14,2025-12-27 05:03:58.036966,1.52,448.85
water_shortage,low,24,2025-12-27 05:26:15.036966,2.3,560.88
tank_overflow,critical,1637,2025-12-27 05:30:58.036966,90.1,129858.92
water_shortage,low,16,2025-12-27 05:33:12.036966,2.16,588.55
power_outage,low,33,2025-12-27 05:34:17.036966,2.16,551.69
abnormal_infrastructure,medium,97,2025-12-27 06:03:06.036966,4.81,1909.9
water_shortage,low,10,2025-12-27 06:56:32.036966,1.18,318.48
water_shortage,medium,37,2025-12-27 07:30:20.036966,4.55,1630.79
tank_overflow,critical,1204,2025-12-27 08:39:04.036966,27.1,39296.45
abnormal_infrastructure,high,464,2025-12-27 09:15:52.036966,9.43,5873.23
water_shortage,critical,1188,2025-12-27 10:25:55.036966,43.13,57095.79
water_pressure_drop,low,29,2025-12-27 11:15:23.036966,1.13,277.73
tank_overflow,high,478,2025-12-27 11:31:26.036966,13.2,9718.18
power_overload,low,8,2025-12-27 13:27:43.036966,1.63,777.55
water_shortage,high,561,2025-12-27 13:28:57.036966,8.41,5750.37
abnormal_infrastructure,medium,45,2025-12-27 14:35:10.036966,3.75,1374.02
water_shortage,medium,96,2025-12-27 16:04:30.036966,4.0,1440.24
tank_overflow,high,479,2025-12-27 16:20:20.036966,12.79,9405.4
water_shortage,low,19,2025-12-27 17:36:29.036966,2.34,533.74
power_outage,low,30,2025-12-27 18:06:34.036966,2.13,655.98
tank_overflow,critical,2319,2025-12-27 20:15:56.036966,25.73,37272.49
power_overload,critical,730,2025-12-27 20:26:33.036966,85.32,143477.88
power_outage,high,178,2025-12-27 21:11:11.036966,17.68,16149.69
abnormal_infrastructure,low,28,2025-12-27 21:14:29.036966,0.99,229.89
abnormal_infrastructure,critical,2428,2025-12-27 21:41:15.036966,52.5,63182.09
abnormal_infrastructure,low,15,2025-12-27 21:41:35.036966,1.42,363.27
power_outage,critical,799,2025-12-27 22:33:29.036966,112.14,202006.74
tank_overflow,low,21,2025-12-27 23:50:55.036966,1.99,555.35
power_overload,critical,612,2025-12-28 00:13:15.036966,62.37,104997.83
power_overload,low,20,2025-12-28 02:03:17.036966,2.6,791.85
water_shortage,medium,120,2025-12-28 02:10:47.036966,7.25,2617.86
tank_overflow,medium,56,2025-12-28 02:33:27.036966,5.46,2170.09
water_shortage,medium,156,2025-12-28 02:55:19.036966,2.65,988.45
water_shortage,high,552,2025-12-28 04:48:53.036966,11.19,7532.99
power_overload,low,7,2025-12-28 05:01:34.036966,1.89,479.19
water_pressure_drop,medium,74,2025-12-28 06:35:08.036966,4.38,1358.96
abnormal_infrastructure,low,19,2025-12-28 06:49:08.036966,1.47,423.4
tank_overflow,high,377,2025-12-28 06:59:23.036966,12.39,9236.62
power_outage,high,718,2025-12-28 08:50:26.036966,25.86,23524.27
tank_overflow,medium,46,2025-12-28 10:24:34.036966,5.12,2043.33
water_pressure_drop,medium,42,2025-12-28 11:47:57.036966,5.16,1577.96
abnormal_infrastructure,critical,2102,2025-12-28 16:49:18.036966,32.69,39338.4
water_pressure_drop,low,7,2025-12-28 17:31:14.036966,1.26,448.61
water_pressure_drop,low,13,2025-12-28 17:49:19.036966,0.93,389.3
abnormal_infrastructure,high,143,2025-12-28 17:53:14.036966,6.02,3750.77
water_shortage,low,42,2025-12-28 17:56:20.036966,3.57,768.72
abnormal_infrastructure,low,14,2025-12-28 18:43:51.036966,1.33,530.22
power_overload,medium,76,2025-12-28 19:13:38.036966,4.92,2355.9
tank_overflow,medium,82,2025-12-28 20:14:29.036966,3.62,1440.92
power_outage,critical,3513,2025-12-28 23:32:57.036966,39.44,71093.03
power_overload,low,28,2025-12-28 23:47:53.036966,2.15,573.02
power_overload,critical,2254,2025-12-29 00:28:02.036966,67.7,113804.78
power_outage,critical,3196,2025-12-29 00:49:03.036966,74.41,134147.32
power_outage,medium,144,2025-12-29 02:10:24.036966,4.02,1964.39
water_pressure_drop,low,17,2025-12-29 02:14:00.036966,1.1,546.39
power_outage,low,28,2025-12-29 03:05:34.036966,1.86,739.08
water_shortage,critical,2392,2025-12-29 03:37:58.036966,81.03,107091.13
power_outage,critical,1111,2025-12-29 04:13:32.036966,54.26,97867.23
abnormal_infrastructure,critical,402,2025-12-29 04:17:37.036966,54.74,66037.61
power_outage,high,331,2025-12-29 04:18:31.036966,38.67,35053.83
water_pressure_drop,low,19,2025-12-29 05:21:35.036966,1.05,348.16
water_shortage,critical,1486,2025-12-29 05:24:57.036966,12.62,16947.83
water_shortage,medium,37,2025-12-29 05:43:27.036966,3.72,1316.88
water_shortage,medium,163,2025-12-29 05:56:02.036966,5.94,2128.09
water_pressure_drop,high,169,2025-12-29 05:59:51.036966,19.3,10492.79
power_outage,high,655,2025-12-29 06:55:17.036966,16.74,15304.73
power_outage,low,42,2025-12-29 09:34:27.036966,1.8,674.43
power_outage,critical,2853,2025-12-29 10:34:35.036966,91.24,164430.84
water_shortage,critical,2968,2025-12-29 12:15:45.036966,65.68,86902.03
tank_overflow,medium,65,2025-12-29 12:28:00.036966,3.08,1237.75
power_overload,medium,96,2025-12-29 12:36:58.036966,4.38,2236.0
power_overload,high,311,2025-12-29 13:30:41.036966,20.27,17160.82
water_pressure_drop,medium,60,2025-12-29 13:44:20.036966,2.09,1082.07
power_overload,high,354,2025-12-29 13:50:22.036966,16.0,13657.79
water_shortage,low,39,2025-12-29 14:06:53.036966,1.21,584.57
tank_overflow,low,27,2025-12-29 14:49:26.036966,2.17,510.99
power_overload,medium,81,2025-12-29 15:18:55.036966,8.02,3548.29
power_overload,low,24,2025-12-29 17:21:51.036966,1.62,504.96
water_pressure_drop,medium,55,2025-12-29 17:44:15.036966,3.67,1165.53
power_outage,high,283,2025-12-29 17:50:03.036966,9.27,8454.03
abnormal_infrastructure,low,14,2025-12-29 17:52:26.036966,2.45,465.33
tank_overflow,medium,103,2025-12-29 18:52:26.036966,5.07,2065.26
abnormal_infrastructure,medium,71,2025-12-29 19:02:13.036966,5.23,1852.36
power_outage,critical,1134,2025-12-29 19:18:13.036966,77.89,140398.49
abnormal_infrastructure,critical,2181,2025-12-29 19:29:15.036966,43.83,52833.01
power_overload,low,6,2025-12-29 19:34:54.036966,2.38,766.82
abnormal_infrastructure,critical,1868,2025-12-29 19:40:00.036966,17.41,21180.21
power_overload,high,272,2025-12-29 19:40:05.036966,9.52,8111.98
abnormal_infrastructure,critical,1127,2025-12-29 19:47:46.036966,38.06,46044.32
water_pressure_drop,high,395,2025-12-29 20:34:38.036966,17.05,9347.71
power_outage,low,43,2025-12-29 21:29:21.036966,3.03,857.98
power_outage,low,15,2025-12-29 22:10:45.036966,2.39,783.15
water_shortage,low,39,2025-12-29 22:12:22.036966,2.67,907.4
tank_overflow,high,427,2025-12-30 00:24:29.036966,8.24,6066.76
water_pressure_drop,medium,119,2025-12-30 01:15:51.036966,3.61,1129.49
water_pressure_drop,critical,2136,2025-12-30 01:49:59.036966,29.89,32472.89
abnormal_infrastructure,high,187,2025-12-30 01:53:53.036966,43.27,26204.63
power_outage,low,25,2025-12-30 04:07:28.036966,1.57,685.83
tank_overflow,medium,67,2025-12-30 04:52:54.036966,5.85,2214.47
water_shortage,medium,174,2025-12-30 05:23:32.036966,4.32,1487.8
water_shortage,critical,2938,2025-12-30 07:05:20.036966,56.3,74454.62
power_outage,low,39,2025-12-30 08:24:46.036966,1.68,477.08
water_shortage,medium,99,2025-12-30 08:45:47.036966,7.94,2748.55
power_outage,high,345,2025-12-30 08:54:21.036966,51.98,47108.11
water_shortage,low,42,2025-12-30 09:44:29.036966,1.48,730.09
tank_overflow,critical,1744,2025-12-30 09:50:09.036966,45.99,66386.49
power_outage,critical,2803,2025-12-30 10:13:00.036966,67.05,120897.36
water_pressure_drop,medium,71,2025-12-30 10:36:06.036966,2.07,835.97
water_pressure_drop,low,20,2025-12-30 14:40:49.036966,1.32,536.25
power_overload,medium,37,2025-12-30 15:23:38.036966,5.2,2311.19
water_pressure_drop,high,112,2025-12-30 16:05:47.036966,8.34,4649.06
power_outage,critical,2088,2025-12-30 18:49:28.036966,77.0,138754.7
power_overload,high,237,2025-12-30 19:24:12.036966,13.52,11573.62
power_outage,low,42,2025-12-30 23:18:38.036966,4.39,1155.43
water_shortage,high,208,2025-12-31 01:11:55.036966,23.56,15729.31
tank_overflow,critical,1774,2025-12-31 01:19:27.036966,27.58,39953.17
power_outage,critical,3315,2025-12-31 02:37:44.036966,93.18,168043.77
power_overload,low,8,2025-12-31 02:46:02.036966,1.62,560.82
power_outage,critical,1170,2025-12-31 03:28:03.036966,49.37,88921.44
abnormal_infrastructure,critical,802,2025-12-31 03:37:28.036966,13.35,16220.98
power_outage,low,28,2025-12-31 03:58:54.036966,1.91,639.25
power_overload,medium,109,2025-12-31 04:11:47.036966,4.52,2335.44
power_overload,medium,36,2025-12-31 05:20:43.036966,7.31,3386.2
water_pressure_drop,critical,1683,2025-12-31 05:38:47.036966,31.4,34147.97
power_outage,critical,1912,2025-12-31 07:38:12.036966,139.85,251837.71
power_overload,high,325,2025-12-31 08:53:51.036966,17.3,14741.12
tank_overflow,high,340,2025-12-31 10:06:56.036966,23.3,17181.6
power_outage,critical,1617,2025-12-31 10:37:01.036966,31.51,56992.15
water_shortage,medium,45,2025-12-31 10:42:44.036966,12.1,4185.66
power_outage,medium,57,2025-12-31 11:27:55.036966,7.15,3512.74
water_pressure_drop,medium,36,2025-12-31 12:08:38.036966,3.4,1027.78
water_shortage,critical,2254,2025-12-31 12:22:37.036966,15.53,20691.46
tank_overflow,low,26,2025-12-31 12:43:21.036966,1.18,831.41
abnormal_infrastructure,critical,757,2025-12-31 13:21:18.036966,23.12,27962.97
power_outage,critical,2806,2025-12-31 15:02:57.036966,36.39,65605.84
power_overload,low,27,2025-12-31 15:12:08.036966,2.4,618.98
power_overload,low,25,2025-12-31 16:24:57.036966,1.32,529.74
water_shortage,high,595,2025-12-31 17:15:47.036966,12.79,8693.93
abnormal_infrastructure,critical,1127,2025-12-31 18:56:43.036966,43.0,51809.7
power_outage,medium,106,2025-12-31 19:48:09.036966,4.81,2280.05
water_pressure_drop,medium,78,2025-12-31 19:59:48.036966,2.96,1061.23
water_shortage,medium,157,2025-12-31 21:19:37.036966,5.49,2220.82
tank_overflow,low,11,2025-12-31 21:24:14.036966,1.41,593.89
water_shortage,high,312,2025-12-31 21:48:33.036966,16.44,11011.2
water_shortage,low,18,2025-12-31 22:38:48.036966,2.62,785.33
power_outage,medium,43,2026-01-01 00:28:06.036966,7.18,3710.33
abnormal_infrastructure,critical,2156,2026-01-01 00:34:22.036966,36.22,43931.57
water_shortage,low,7,2026-01-01 02:18:37.036966,2.59,944.72
water_pressure_drop,low,19,2026-01-01 02:51:50.036966,1.17,282.53
power_outage,low,13,2026-01-01 02:57:58.036966,1.63,538.44
abnormal_infrastructure,medium,53,2026-01-01 03:48:55.036966,3.63,1382.61
water_pressure_drop,critical,565,2026-01-01 03:50:20.036966,18.37,20018.63
water_pressure_drop,medium,86,2026-01-01 04:14:27.036966,1.94,645.17
tank_overflow,high,198,2026-01-01 04:35:49.036966,19.13,13992.97
tank_overflow,high,404,2026-01-01 05:29:00.036966,18.28,13241.19
abnormal_infrastructure,low,10,2026-01-01 07:03:43.036966,1.5,378.84
power_outage,medium,72,2026-01-01 10:39:17.036966,4.96,2496.98
abnormal_infrastructure,medium,85,2026-01-01 10:53:26.036966,2.07,787.67
power_outage,medium,94,2026-01-01 11:29:20.036966,4.21,1983.49
power_outage,low,31,2026-01-01 12:12:24.036966,2.11,615.0
water_shortage,low,16,2026-01-01 12:54:26.036966,2.51,520.16
tank_overflow,critical,1531,2026-01-01 13:41:47.036966,21.83,31555.45
abnormal_infrastructure,critical,2378,2026-01-01 13:59:42.036966,19.12,23137.39
abnormal_infrastructure,high,493,2026-01-01 14:33:09.036966,20.87,12768.09
water_shortage,medium,51,2026-01-01 15:01:19.036966,4.99,1822.02
water_shortage,medium,132,2026-01-01 16:43:58.036966,7.72,2655.86
water_shortage,medium,79,2026-01-01 16:49:07.036966,4.64,1884.18
water_pressure_drop,medium,41,2026-01-01 18:20:18.036966,2.87,972.18
water_shortage,low,10,2026-01-01 19:23:41.036966,1.71,631.06
power_outage,medium,132,2026-01-01 19:24:16.036966,6.26,2987.53
power_outage,low,45,2026-01-01 21:48:19.036966,3.18,1070.83
power_overload,critical,415,2026-01-01 22:52:02.036966,55.27,93051.38
water_shortage,medium,150,2026-01-02 00:43:45.036966,4.25,1761.97
power_overload,low,11,2026-01-02 01:13:45.036966,1.62,509.03
power_outage,critical,2128,2026-01-02 01:28:49.036966,47.25,85136.26
power_outage,critical,2746,2026-01-02 01:34:58.036966,160.18,288420.22
power_overload,low,15,2026-01-02 01:38:28.036966,1.65,718.88
power_outage,medium,81,2026-01-02 02:59:25.036966,6.55,3107.5
abnormal_infrastructure,critical,1514,2026-01-02 03:05:59.036966,30.82,37176.73
abnormal_infrastructure,medium,56,2026-01-02 04:33:41.036966,3.37,1366.15
water_shortage,medium,97,2026-01-02 05:42:27.036966,2.81,1198.92
abnormal_infrastructure,low,11,2026-01-02 07:04:45.036966,2.07,719.08
water_shortage,medium,70,2026-01-02 07:05:41.036966,5.23,1851.86
water_pressure_drop,low,17,2026-01-02 07:35:50.036966,1.72,399.54
abnormal_infrastructure,critical,1945,2026-01-02 07:49:55.036966,79.98,96161.65
water_pressure_drop,critical,765,2026-01-02 08:19:07.036966,40.11,43584.66
water_pressure_drop,medium,66,2026-01-02 08:49:46.036966,3.58,1197.99
tank_overflow,low,26,2026-01-02 09:05:49.036966,1.46,489.54
power_outage,high,420,2026-01-02 09:19:04.036966,15.66,14399.18
power_overload,high,105,2026-01-02 10:27:52.036966,7.24,6460.46
tank_overflow,medium,48,2026-01-02 10:35:23.036966,4.62,2051.89
power_overload,high,229,2026-01-02 11:44:38.036966,23.84,20218.02
power_overload,low,5,2026-01-02 12:33:31.036966,1.51,456.02
power_outage,low,43,2026-01-02 12:45:02.036966,2.14,717.99
tank_overflow,critical,2094,2026-01-02 13:40:27.036966,42.2,60960.64
water_pressure_drop,low,29,2026-01-02 14:09:18.036966,1.31,307.95
water_pressure_drop,high,159,2026-01-02 14:13:00.036966,27.59,15028.67
power_overload,high,488,2026-01-02 14:34:17.036966,24.01,20357.55
power_overload,medium,107,2026-01-02 15:31:17.036966,9.14,4010.11
power_outage,critical,2820,2026-01-02 16:20:00.036966,64.14,115637.81
water_shortage,high,264,2026-01-02 16:40:31.036966,41.14,27329.16
tank_overflow,medium,111,2026-01-02 17:35:44.036966,2.29,955.48
water_shortage,low,19,2026-01-02 19:00:54.036966,3.83,994.72
water_shortage,high,406,2026-01-02 20:12:00.036966,26.41,17691.66
power_outage,low,21,2026-01-02 20:54:49.036966,2.73,797.47
power_outage,critical,2127,2026-01-02 21:07:22.036966,28.86,52253.6
water_pressure_drop,critical,951,2026-01-02 21:21:24.036966,23.18,25197.5
water_shortage,medium,171,2026-01-02 22:51:57.036966,6.47,2406.48
power_overload,low,5,2026-01-02 23:12:44.036966,1.21,397.55
water_shortage,critical,1380,2026-01-03 01:21:43.036966,142.03,187771.64
abnormal_infrastructure,high,271,2026-01-03 01:31:14.036966,6.76,4315.12
water_shortage,critical,3088,2026-01-03 01:50:41.036966,43.55,57684.68
tank_overflow,critical,1433,2026-01-03 03:32:51.036966,50.64,73228.44
power_overload,critical,2462,2026-01-03 03:38:24.036966,42.96,72274.92
power_outage,critical,1093,2026-01-03 04:15:54.036966,65.43,117872.97
power_outage,high,244,2026-01-03 04:47:42.036966,20.92,18962.32
power_overload,critical,2307,2026-01-03 05:04:32.036966,34.3,57776.81
power_outage,medium,114,2026-01-03 05:36:35.036966,4.27,2335.38
water_pressure_drop,critical,1406,2026-01-03 05:48:31.036966,55.85,60571.64
water_shortage,low,30,2026-01-03 08:14:35.036966,1.48,400.97
abnormal_infrastructure,medium,109,2026-01-03 08:25:13.036966,1.93,757.35
tank_overflow,medium,83,2026-01-03 08:27:51.036966,3.4,1347.42
abnormal_infrastructure,medium,68,2026-01-03 09:30:33.036966,2.72,939.93
tank_overflow,critical,2297,2026-01-03 11:32:49.036966,49.17,71006.34
water_shortage,low,21,2026-01-03 12:07:27.036966,2.34,556.31
water_pressure_drop,critical,1294,2026-01-03 12:20:10.036966,10.13,11070.87
water_pressure_drop,critical,519,2026-01-03 13:41:36.036966,14.04,15937.27
abnormal_infrastructure,medium,73,2026-01-03 14:47:38.036966,2.58,814.85
abnormal_infrastructure,high,164,2026-01-03 15:35:01.036966,7.35,4485.16
power_overload,medium,40,2026-01-03 16:14:49.036966,5.94,2552.31
power_overload,low,25,2026-01-03 16:58:08.036966,1.27,341.36
tank_overflow,critical,1128,2026-01-03 18:01:35.036966,45.18,65358.92
power_outage,low,36,2026-01-03 18:35:30.036966,2.56,681.69
abnormal_infrastructure,low,13,2026-01-03 19:23:34.036966,1.05,486.55
water_pressure_drop,low,20,2026-01-03 19:29:29.036966,1.71,441.9
water_shortage,low,30,2026-01-03 19:38:42.036966,1.59,624.22
water_pressure_drop,medium,101,2026-01-03 22:41:36.036966,5.97,1940.43
tank_overflow,high,319,2026-01-03 23:26:37.036966,10.7,7826.75
tank_overflow,critical,1848,2026-01-04 00:03:34.036966,46.54,67291.39
abnormal_infrastructure,critical,2222,2026-01-04 02:13:57.036966,79.2,95164.45
abnormal_infrastructure,low,22,2026-01-04 02:32:03.036966,1.59,488.87
abnormal_infrastructure,high,400,2026-01-04 02:37:20.036966,12.56,7762.88
water_pressure_drop,critical,402,2026-01-04 03:12:40.036966,16.95,18511.91
water_shortage,high,411,2026-01-04 03:41:53.036966,4.02,2784.67
water_pressure_drop,high,260,2026-01-04 04:28:07.036966,19.68,10737.9
water_shortage,medium,160,2026-01-04 04:45:55.036966,3.25,1398.2
power_overload,critical,2038,2026-01-04 06:10:15.036966,66.8,112345.18
water_pressure_drop,high,460,2026-01-04 06:41:50.036966,12.94,7112.08
power_overload,medium,73,2026-01-04 07:37:13.036966,6.63,2935.97
abnormal_infrastructure,high,187,2026-01-04 09:57:53.036966,10.45,6518.44
water_shortage,low,13,2026-01-04 10:29:06.036966,2.8,659.0
power_outage,high,634,2026-01-04 12:19:28.036966,16.03,14595.56
power_outage,critical,2830,2026-01-04 13:56:35.036966,37.25,67209.31
water_pressure_drop,high,298,2026-01-04 14:00:05.036966,14.87,8159.51
tank_overflow,critical,2411,2026-01-04 14:36:46.036966,59.07,85196.1
power_overload,high,110,2026-01-04 15:20:01.036966,11.92,10374.45
water_shortage,low,45,2026-01-04 15:30:16.036966,1.94,552.63
water_pressure_drop,low,11,2026-01-04 15:39:37.036966,1.07,711.05
water_shortage,critical,3232,2026-01-04 16:13:17.036966,98.23,129799.74
tank_overflow,critical,1510,2026-01-04 17:01:02.036966,34.87,50375.0
water_shortage,critical,1954,2026-01-04 18:41:16.036966,38.35,50743.15
power_outage,low,28,2026-01-04 18:42:58.036966,2.61,635.24
water_pressure_drop,high,432,2026-01-04 18:53:47.036966,4.03,2413.08
abnormal_infrastructure,medium,34,2026-01-04 20:20:52.036966,7.64,2435.83
tank_overflow,critical,1320,2026-01-04 20:21:55.036966,31.05,44921.32
abnormal_infrastructure,low,17,2026-01-04 21:36:03.036966,1.46,360.93
abnormal_infrastructure,medium,59,2026-01-04 22:40:21.036966,3.13,1079.25
power_overload,high,302,2026-01-04 22:59:27.036966,22.97,19494.05
power_overload,high,318,2026-01-04 23:26:45.036966,13.83,12033.63
water_shortage,medium,93,2026-01-05 00:12:17.036966,3.61,1541.7
water_shortage,medium,141,2026-01-05 00:20:28.036966,3.42,1502.18
abnormal_infrastructure,critical,1990,2026-01-05 01:12:29.036966,65.44,78817.0
power_overload,medium,75,2026-01-05 01:18:44.036966,5.63,2576.31
water_shortage,critical,1125,2026-01-05 02:22:45.036966,33.05,43703.75
power_outage,critical,1348,2026-01-05 02:44:16.036966,86.61,156033.62
abnormal_infrastructure,low,23,2026-01-05 04:34:59.036966,1.42,370.38
power_outage,high,346,2026-01-05 07:21:02.036966,13.13,11908.2
power_overload,high,457,2026-01-05 07:58:48.036966,12.05,10700.59
power_overload,medium,59,2026-01-05 08:26:11.036966,7.35,3236.15
abnormal_infrastructure,high,482,2026-01-05 09:13:06.036966,17.87,10897.4
abnormal_infrastructure,low,19,2026-01-05 09:48:43.036966,1.64,489.66
water_pressure_drop,critical,1648,2026-01-05 10:45:24.036966,15.78,17179.69
tank_overflow,medium,109,2026-01-05 10:52:18.036966,2.93,1164.62
